SHH_beta	Group4_gamma	SHH_delta	Group3_beta	SHH_alpha	WNT_beta	SHH_gamma	Group3_gamma	Group4_beta	Group3_alpha	Group4_alpha	WNT_alpha
Usp18	5.96270539551	5.90602479997	5.63341506395	5.95704573581	6.25853804042	6.90754101781	6.15764510015	5.81073301963	5.66779611629	5.68514802613	5.76763652342	6.59113127322
Hoxb3	4.23079162666	4.74369724706	5.24249408838	4.2827973953	5.1402646554	5.03109261133	4.38925222174	4.62420494505	4.42296445672	4.33034491739	5.14364198251	4.59820172367
Hoxb7	4.03791354414	4.16416545828	4.16674548055	4.17455555746	4.11366648894	4.1799894449	4.04921671411	4.25171147755	4.14399964535	4.25087938297	4.31810403321	4.07689864106
Syt17	6.00323441603	6.01946304797	6.1226019523	6.19750771643	5.91864902214	7.42276127652	6.33010347623	7.0635136298	5.7668264872	6.39508990979	6.13286085968	7.52286003457
Hoxc4	4.850194852	5.23162869545	6.25427528261	5.64298230362	5.23102373471	6.79080690629	4.96279084913	5.94475147355	4.68453605015	5.01465708172	5.6996322129	6.97196080802
Pxdn	9.42627906123	8.63206925297	8.67658999793	7.67776276243	8.78879585092	8.26483206895	8.58213734517	8.79969121945	8.49309163206	7.72351642636	9.25780868216	8.3338324049
Slit1	7.90242637106	6.93409768164	6.18056589339	6.18620765808	5.95394156642	5.21529532019	5.55717877409	5.52588615045	5.04829900655	5.32456037636	6.21341869694	4.63612020402
Pcdh7	7.08812539623	6.28398548401	5.96352037092	6.01437197511	5.38732206246	5.11387618286	6.18336405083	5.7726423045	5.96670215913	5.61570970033	5.98969468382	4.68073017696
Dusp4	7.01332425617	6.2123850283	4.32230961863	5.76130692595	5.26189744428	5.70240671	5.9321824676	5.41491464675	5.8444249945	4.90892157727	6.76258838148	5.7313958858
Rasd2	7.87989774951	5.87949067076	6.52992868012	6.11114321668	7.06784940023	5.55566791729	6.40429801283	6.0541171438	5.88986571355	5.78083442234	6.20163361479	5.7319195252
Nell2	10.1442228563	9.97945993382	9.09251728474	9.32066736181	9.50723998428	10.4546603544	9.85910135223	9.65699848178	9.98223595498	8.82429756276	9.48543237812	10.3520386744
Arl4c	7.88277290906	6.37784601608	7.80920440664	6.45805313027	7.75869978389	7.43789738371	7.29059509379	6.3928486721	5.72572882829	6.1111390097	6.36131996146	7.77717739312
Ctsc	8.71060739694	6.57033277897	7.80328535537	6.63582620022	8.4416651488	7.12895379743	7.87795856319	7.36498131917	6.45180485546	6.53364435652	7.09548457233	7.26983705682
Oaf	6.15444750671	5.72327392113	5.99289604736	5.60887417278	6.000227494	6.14438639586	6.13038932191	5.88299476403	5.60761600309	5.72839332333	5.68081042931	6.36960237953
Fbxo17	5.53638230483	4.99721629766	5.72420737282	5.061478241	5.77329165206	5.49215994833	5.54617227277	5.5597235212	5.13644260776	5.11527553591	5.04512337078	5.96006228108
Lamb2	8.3824254242	6.99226843856	8.54616242282	7.01719907619	8.45262003515	8.4959406711	8.43567163564	7.41344773268	6.82689624237	7.2131940889	7.19502098434	8.49106603041
Mdfi	7.21634801506	6.00851061061	7.04258109805	6.19908797965	7.18570151511	6.76855420629	7.20839088426	6.71143884568	5.97147966458	6.13346738197	6.10092520279	6.7032583732
Fkbp10	8.82281928049	6.4669101555	9.32346418109	6.52778638289	9.10938456888	9.43048227933	8.74956882957	6.8921560808	6.29372713278	6.55474738742	6.85748831929	9.70525978912
Nfatc4	6.91739520523	5.66671440369	6.37587511775	5.58975499457	6.85325359017	7.16064499305	6.64460494	5.81535532095	5.53735538589	5.6935428511	5.59661323411	6.78076741988
Six5	6.18689250577	5.50068848933	6.01474388078	5.60488476219	6.02089272928	6.34962397538	5.9218630074	5.7463896261	5.5638474481	5.58161470118	5.50969454814	6.27985569986
Ajuba	6.96416366291	6.78239030465	7.00882659662	6.74142833659	6.98459613011	6.92941331757	6.96682555349	6.8603725729	6.81904621884	6.78562199999	6.8007682853	6.90422665339
Thbs3	7.60106965811	6.12289217761	8.03622087399	6.73961776497	8.01331597831	7.79918425852	7.10830932928	7.27117595055	6.20790413441	6.55731056834	6.5098002092	7.82885461192
Vim	10.1772629855	9.13643748946	9.41254642686	9.080308926	10.2141177643	11.5991391976	9.85874781057	9.91755554922	8.42125205672	8.87171079509	9.20991488816	11.387957091
Pabpc1l	7.33553157803	6.44484634442	7.72299026255	6.58433821003	7.60764648937	7.59558340495	7.19319289449	7.05594504048	6.90400707013	6.582860704	6.58418884356	7.46058817006
Col4a5	6.55349073849	4.95712757461	6.56363433926	5.6781529967	6.6634407226	6.55020596067	6.35907336413	6.07544860867	4.82807535929	5.40122778299	5.0030432748	6.70069977865
Cxcr4	9.586939685	6.02071553893	9.92466012891	6.46558623757	9.26528004405	8.15867490171	8.83574274996	7.03410138598	5.88757521866	5.93962011687	6.04099970853	7.81808260041
Sdc2	9.3514023978	7.14135678766	9.51010549095	8.16314800027	9.2789872316	8.41649022486	9.08760732702	9.34626774283	6.2127057781	8.09504483291	7.18765826783	8.25748007284
Zfp36l1	8.93351515249	7.5198478645	8.87854138258	7.50781391192	8.79090097657	8.94648188648	8.91103101036	7.54177766988	7.26130109097	7.40918325887	7.58422818319	8.66596090202
Tgif2	7.76566923589	6.69026967797	7.80848517724	7.10148172843	8.09742136991	8.22503916857	7.42523285715	7.78389080697	6.59998900183	6.57649485919	6.62192632564	8.25632036202
Ephb4	7.80411262829	5.6758217514	7.8954482475	5.91400377919	7.95849087742	7.76069887905	7.26622425804	6.58760700197	5.61411771648	5.88782343248	5.8117073495	7.60089705549
Pcdh18	8.02502395486	6.20252793247	8.49846331271	6.36598640754	8.50102786249	7.28344867119	7.72214704155	6.7325433302	6.06542944396	6.91240265301	6.3067010759	7.80763685841
Adgrl2	9.7516853862	6.75482538523	7.75782889674	7.72447293359	8.62096708597	7.69666709381	8.61330231162	8.39360958483	6.47058690512	7.73059075627	6.94056124956	6.91583728602
Snx7	5.55564653514	4.67943091026	6.89190228639	4.81196621551	6.52168130118	5.8448421089	5.69863755411	5.44392381762	4.82757248171	5.37418786193	4.92288001943	5.76968252127
Flrt2	8.67266906949	6.04852969994	8.53201040392	6.89691588273	8.77401809129	7.92482946357	8.50778258619	6.35586107815	6.30810971217	6.15229492946	6.44666508148	8.67786909614
Gli1	6.73694917429	5.01719111902	7.67900232025	5.13996091649	6.87153014206	5.29957235386	6.46988622404	5.2369456032	5.12285892156	5.13397005849	5.00136539856	5.17773524008
Car14	8.13446636709	6.12322299649	8.57709439186	5.63287137016	8.31020931189	6.553220673	7.86662370509	5.10266142065	5.94048296912	5.23191161727	5.68629878068	6.52446202861
Palld	7.1406883096	6.20300359475	7.38957065976	6.5203008837	7.685053805	6.97765260024	7.2496404327	6.90857669413	5.83644807736	6.61642389973	6.27974206293	6.63249595043
Gas1	6.72867913131	5.91607995259	6.41354235758	5.90729416184	6.27538025958	6.13614456533	6.28470787281	5.60615458843	5.80607895525	5.71354359501	5.86656805286	6.15122541482
Srgap1	10.1769597593	7.01824510613	9.48783129716	7.46965130873	9.67552990863	7.81260724686	9.376607473	7.44028529388	6.87895965731	7.14681951224	7.12907222285	7.35751933306
Fsd1	8.90675354194	6.19425737749	8.7942246327	6.23046588705	8.81056452857	8.32992040186	8.58062214855	6.67482234845	6.34868058394	5.98804198733	6.90606960413	8.46452252302
Pde3a	7.33922123389	5.59347341542	9.54135938567	6.36293856557	7.67038722522	5.24672888195	8.37923722385	6.2040725251	5.36200591394	5.55641757972	5.75855969779	5.13382305614
Nmu	6.47231251549	5.01146626073	5.50834798682	4.91368823324	6.13452633217	5.63685949305	5.43034422855	4.82929243572	5.33375055355	4.6671300921	5.27036887518	5.85979744
Amh	6.7936514776	6.39957825651	6.93266526645	6.46950252197	6.66776918128	6.7394243851	6.47656388232	6.35896573827	6.27130574016	6.33071037949	6.39518856989	6.74457692188
Vcan	10.2370205174	8.92850011328	8.50227781561	9.30363858327	9.33013204422	7.59443234757	8.98343872434	8.66536655993	10.0958563693	8.01543164625	10.0162971093	8.1866798941
Pdzrn3	8.55768659946	5.34677568578	8.10880856978	5.83843999459	7.34261982677	7.82038758881	7.46276332877	6.40215845485	5.27678743902	5.48351594804	5.66488454512	8.06303636218
Robo1	10.6424668672	6.74715401054	9.82308079249	9.72952636378	9.74770530432	8.13141452929	10.1395496392	9.51648757955	6.56726121865	8.6622496349	7.1762566129	9.35442090161
Pbx1	10.4316077059	8.43098845744	10.5869249515	10.0698412655	10.4187761416	9.04576424981	10.1709025036	10.6151213135	8.18628970572	9.56270400469	8.30677655445	9.25168801227
Tnfrsf19	7.17994874586	5.29494658972	6.42173125437	5.50321659751	6.60614689263	9.52158964052	7.05612390081	5.80658550215	5.17898021983	5.2529673774	5.32556713749	9.93685504792
Fbxl7	8.41279900971	6.37063063981	7.93715756917	6.08070734489	8.1165220194	9.73895514486	7.93393028402	6.6572223754	7.03762653936	6.20721507136	7.099242255	10.2963975063
Twist2	6.25647461914	4.85177494917	6.05313279284	4.91524237811	5.57381546755	5.93829193876	5.78512843626	4.92425408015	4.81950365482	4.9557104736	4.99064533519	6.30781748004
Gypc	6.61477792469	5.71154281218	6.16133087986	5.76051484568	6.56920704023	6.33691763671	6.62285578906	5.832028859	5.73278330659	5.7074044101	5.88715533495	6.31713382369
Pax3	4.08771309117	4.23980771666	6.685293089	4.6862221417	6.18042446205	9.75814528638	6.22750399734	4.63229182538	4.31539469355	4.36433188431	4.29697654081	9.82716482053
Arhgap11a	7.8325146422	6.48710646129	7.30703623599	6.84339679449	7.87883291366	6.96143874571	6.83874308313	7.2012688416	6.75906945471	6.63694589618	6.77917961797	7.30031077792
Cks1b	7.43010341054	6.95540691525	7.48046480711	7.33257984989	7.73122417782	7.64011102048	7.12306977191	7.5354602233	7.06944118158	7.24726536099	7.1108287148	7.8805641882
Rpl35a	11.8391944437	10.6273680905	12.0276814446	11.4352786924	12.0766781263	11.7206987676	11.5650342706	11.8064302577	10.6728552602	10.9505893863	10.7599180869	11.6385727069
Mgp	11.4757319969	8.81509457143	11.8550668199	10.200643231	11.6100664931	10.3783801677	11.350856257	9.93512306235	8.47308871908	9.33563251894	9.36785460753	11.0860423527
Igf2bp3	9.09255915374	7.0871538017	5.29849643151	8.66656982243	7.09274755531	7.68481310638	7.50065003045	7.9981431116	5.25405286351	9.53419522848	6.9646348368	8.46371975947
Laptm4b	9.91801826823	8.80368956224	9.70555948328	10.3046104871	10.1967053916	10.4322389623	9.4505305957	10.9058978132	7.26955577	11.1425430523	8.37070835288	10.7213657283
Rarb	7.29733390277	5.32735226744	8.60276751363	5.90474016197	7.49176994803	6.8406494349	7.3915351744	5.84459267257	5.02644041239	5.78435161725	5.88569343905	6.45551523127
Satb2	10.4764924522	5.55596753969	10.0320432892	5.97505460103	9.95426837671	7.77738935043	9.55447349353	7.15562085477	6.8162529545	5.74768458666	5.73839659654	8.47341798578
Pdgfa	8.71149568934	5.75036339177	8.56921957811	6.61835476262	8.63406424155	8.010105778	8.13344725562	6.95714683235	5.58793131018	5.99654099221	5.88931464919	8.48393428031
Grasp	6.94665127629	5.46336634026	6.91693556634	5.55201358768	6.89154001265	7.05802723005	6.76311360796	5.62745403588	5.41661169201	5.5627523854	5.53287690882	7.09339391453
Met	6.72049660849	4.56242601987	6.58368212567	5.06335567889	7.43697869594	4.71086508714	6.65942026379	5.0536044203	4.16894310239	4.84822259196	4.36730567505	4.42351877806
Unc5c	9.56587204851	5.99696486166	6.88383263555	6.62785557676	8.47218215385	6.171283719	8.95591432162	7.35264315992	5.94097011971	5.90534271549	5.89207613499	6.9162369779
Tspan18	9.85952068409	7.36846510701	10.2245190946	8.27178360532	9.87163197795	8.69066680548	9.86214794602	8.55836741708	6.39940424407	6.61432404524	6.93089031865	8.75374679398
Gap43	10.973964991	8.34956286845	9.60839509739	9.38317096186	10.2336680234	10.1064747471	10.5831692167	8.55934649137	8.43678447342	8.01743989842	8.98857873624	11.0119486492
Khdrbs3	9.83046105374	7.74113399814	9.27364842653	9.05827121862	9.12170191886	8.32819992838	9.12620787272	9.07941476112	7.85038979843	8.05351903619	8.45664796268	8.4502518092
Ptch1	10.994941957	9.05783874309	11.6027279807	9.01686994738	10.5146058203	9.6374988009	10.2511360099	8.90644888078	9.0334377798	8.68073834378	9.11885075051	9.47777472608
Aspdh	6.99446705434	5.89079696452	7.66341989362	5.79835818908	7.00901473031	5.90040781186	7.13435097474	5.67233683947	5.89551926451	5.83182156336	5.98544700926	5.92038575857
Schip1	6.79927440291	7.5663269655	7.44367624717	7.82415734084	7.36651235931	7.2987743881	7.74391306347	7.44873373325	6.97056171962	7.456501775	6.54655991481	7.48504354035
Gng3	10.6165986547	7.09536115108	10.0170371893	7.292039027	9.97583790494	8.63813716876	10.9310399298	6.55300918815	7.27609070442	6.97131045716	7.43790518211	8.82366577712
Robo2	10.5389431802	5.78896352187	10.1225756163	6.41163051173	9.13847840069	8.33990840724	10.2724068809	6.34725842687	5.57257693749	6.21703776376	5.66032852839	8.78526130798
Adgrg1	9.95793091803	8.11844204224	10.0027937983	7.9848903047	10.1750837836	10.171908165	9.73466446711	7.79248923422	7.65319777046	6.96534646621	8.31081987744	10.5205209119
Stmn4	8.95570056751	6.11914355558	8.06745545005	6.98607217743	8.14341783755	7.23752102624	9.04798484779	6.32306067363	6.13990601624	5.87270800233	7.65390252043	7.37214339002
Rgl1	9.185815268	7.07475471984	8.992023087	7.00880289878	9.12309583537	10.1231088502	9.29587984647	7.04295006155	7.41674219516	6.70665004997	7.44192773849	10.6021146705
Mapk10	10.329963263	8.63021773326	10.4567163763	8.73269711695	10.1739000138	9.50233401686	10.3237451579	7.93009473025	8.81452720387	7.45700240213	8.94852815791	9.99239245402
Tcerg1l	8.0716386592	6.42392876618	8.80681745064	5.62646980638	7.62764616477	7.50808833262	7.42413204666	5.59372477875	6.41250397595	5.60349117315	6.25301054022	7.15610366733
Fut9	7.96348713123	5.72980712399	8.01639248018	6.73946634573	8.00982968294	6.15782572781	8.25562485968	6.30157568548	6.45629322698	4.80835210716	6.88949866292	5.94384601396
Zfp521	10.499675702	7.9876761519	9.29517546653	7.78645068822	9.67996760377	9.39939760167	10.3515999026	6.698710017	9.76574518078	6.72020963387	9.07687569799	9.51302156447
Foxs1	6.691636705	6.0204032946	7.06446471883	5.91864537576	6.43923289643	5.87908102871	6.44582206823	5.73073124592	6.02200261553	5.8645887431	6.07338310814	5.85647022755
Fap	8.7105486868	5.02251937606	7.2495873633	4.66969208932	7.14312662378	6.90582758481	7.71173458462	4.65358351632	4.62407267643	5.267167391	5.28448297965	6.95597587624
Pcbp3	9.40807218003	8.07401985458	9.34810637121	7.75281691989	8.53597931331	8.75288178386	9.17899260432	6.73694237645	7.64055593342	8.55224306048	7.0332873664	8.81578079449
Fmod	6.41868825706	5.28040199236	6.18121733246	5.19782949543	6.21773642208	6.66525587443	6.48717057081	5.38039063745	5.08014601328	5.30767818146	5.71964209131	8.58599872792
Sphk1	7.4857357546	4.78629974612	7.61355098737	4.91644655981	7.01090360448	4.9894865091	6.89469591679	5.18294887803	4.82432334805	4.90164216103	4.82501582968	5.02743355835
Pirt	7.15299650391	5.2131857018	9.24875831578	5.41066098614	8.60640052251	5.41858671214	8.26498389438	5.22323324148	5.31320663296	5.09726064848	5.30148668707	5.31698766831
Nfatc1	6.69268175897	5.49147564418	8.99232255091	5.5585806213	7.67079585949	6.7390272609	7.33908097838	6.07046235063	5.39995233643	5.68216748467	5.51397123454	6.36733537208
Emilin3	6.10671291374	5.03773901713	6.99948256382	5.22696171692	6.21500297046	6.4723022681	6.11946469974	5.12493614145	4.88719029622	4.89902374797	4.92492609066	6.5704392151
Qrfpr	9.22532305257	5.21625003017	6.25511780512	7.64228486965	7.8006130084	4.89075301886	7.98404854574	6.3254759156	5.39841474191	4.93955858307	6.8739734503	4.71735608167
Angptl2	9.86698693991	6.85823402314	10.8478172851	7.7937501337	10.1283767134	9.08396310786	9.79877790594	7.4819543464	6.57314793138	6.44633207416	7.71766068959	9.60069154373
Gpr68	6.01462485417	5.25820274682	7.38080674966	5.19683998184	6.38462736538	4.99595955995	6.22889250296	4.91995941325	5.2299165098	4.96066550813	5.12178248781	4.94825169167
Gab1	11.5312100837	9.70765991575	11.8263416624	9.1157033707	11.5521883433	9.58492240229	11.2986388946	8.7578628142	9.22450799878	8.86615232631	9.13515092968	9.59159043506
Dmrta1	6.07012712071	4.73528190663	8.39114909622	5.58067841384	7.71696080822	5.3077552961	7.37506177421	4.96465904387	4.65296439771	4.68682100843	4.6885451466	5.26975938814
Ror1	8.13159747977	7.12590151807	9.76635888525	7.93781323016	9.04135129648	9.19073638762	8.89306211117	7.75155950083	7.12877807058	7.86939764864	6.95942992276	9.046338813
Crip2	9.935825796	9.15377518992	11.4730576441	9.575133671	10.72139883	9.3415730779	10.1807721369	9.18485940483	9.24009910418	9.30207305372	9.63708666493	9.24444435837
Insm1	8.22436527646	7.5208046113	8.35485217225	7.26265807954	8.15383358988	7.35539247305	7.89746813898	7.3800600418	7.60205048681	6.90996286284	7.78427711636	7.39909019971
Sowahc	7.49461867151	5.94301521014	6.98674379601	5.80178163114	7.65584961211	6.19609218643	7.20731248006	6.28862860707	6.21198395412	6.31188855981	6.03190530579	6.20721144651
Tox3	9.27197218397	8.04548393439	10.0316082762	8.83808697549	9.74218231511	9.48413399014	9.00344225094	7.83140906762	9.18032790921	7.05794632966	8.29455889855	9.41682804512
Tmsb15a	6.71211319466	5.33769489518	6.00241497491	4.78943354084	6.47029643091	4.86998445248	5.53714216702	4.72411472367	5.61760379389	4.50930456172	6.06866049065	4.64557935461
Sh3bgrl	10.7177318878	9.89025387167	11.1552557359	10.7720824993	10.853411234	10.5277398498	10.7154275311	10.1250802876	10.6894675692	10.7158157247	10.2542740536	10.1550293931
Mrap2	9.64366386126	6.26768499173	10.1363142584	6.29552538824	9.63015596552	6.38594479157	9.09305806066	7.06062402623	5.66427420449	6.56311980101	6.2902522796	5.8661652058
Sfrp1	10.0121692457	6.22069445994	10.4515536872	5.90106154238	9.8811053838	5.776874536	9.92536527204	6.64067426408	6.67505334307	5.74270333888	6.77145110185	5.68789849249
Pdlim3	10.5631778071	4.84666948963	10.6436671389	5.24459897738	10.4477268041	5.34714551081	10.0425051884	6.1024077354	4.8420271815	5.23592898203	5.00292221637	4.977430367
Aldh1a3	9.67029902349	5.81784519892	10.8862751254	6.48768136808	9.6405708504	5.317299879	8.90149267157	6.78715934878	5.3761513673	6.95081831372	5.51829543999	5.83965095361
Crygd	3.78997904929	3.57291059739	3.79771633704	3.68204683851	4.04176827108	3.61732010533	3.78246932981	3.78474881842	3.63436430153	3.72648880196	3.55719926247	3.65711157837
Eya1	9.83013672734	5.21798538561	11.1297819874	5.53545027797	10.6208397323	5.30545622457	9.77692534851	6.4679770484	5.12457332011	5.84286622122	5.659751124	4.94080228667
Kif26a	7.37264357046	5.75201900012	8.02851124922	6.03922664957	7.27856389632	5.7899269799	6.74201690909	6.25708316842	5.62805219941	6.02465730928	5.65204476483	5.68390361418
L3mbtl4	8.46014519186	6.2704126086	9.51469134513	6.65134170384	9.17937029888	6.78169900614	8.1611077773	7.27532439955	6.27890356875	6.870811956	6.54886692704	6.37027635198
Col25a1	7.95943448657	5.74392914709	9.07788101208	5.6430316313	8.62354781415	7.17930510481	7.90565466977	5.60121810977	5.66015648166	5.69700395527	5.55879548534	6.91295029529
Atoh1	10.1856749241	4.79116544346	11.1745106101	4.98500866511	10.7272147568	4.82569153514	9.59496931591	4.81256432438	4.80910760159	4.7744029409	4.77690639053	4.59797720102
Filip1l	6.90497417331	5.23880872916	6.08087542637	5.83513938049	6.380729858	5.55708560476	6.08676909681	6.15210842888	5.2547707648	5.38911696469	5.56405832924	5.52191368653
Maff	6.1545381574	5.39640101658	6.60958696512	5.48955001884	6.27306374103	5.71835235686	5.95592938717	5.45393039608	5.3230421025	5.2755905853	5.30323121046	5.67126117729
Nhlh1	10.3446064197	8.11564582708	10.1306066627	8.24406366792	10.2300191493	9.21543420986	9.74145127385	8.23900796887	7.41603314631	6.6518251944	7.52207031852	9.10056313259
Srl	5.7732844514	4.27677940152	5.42194440704	4.45067452592	6.12058108568	5.15841324	5.14655165977	4.77612305567	4.33293041782	4.31488951904	4.3197489786	5.28749402684
A4galt	7.01443036551	5.15508360496	7.48050075392	5.07920692595	7.00946546028	5.412921198	6.80932745217	5.18631034107	5.15477054728	5.18098608596	5.23105761739	5.12136504841
Pou3f2	8.3107266082	5.55176953728	8.96192123939	6.099272067	8.72998478718	7.41024967567	8.16216668904	6.40655350062	5.47897086886	5.8576950489	5.52852433474	7.88611834376
Mical1	9.26458721163	6.74359810036	10.1809417148	7.1473999783	9.82502488068	8.40520069829	9.01778076836	7.43606624763	6.56021199845	6.89796018151	7.72324363772	7.65833653953
Flnc	7.9685130008	5.77516941678	8.65571930551	6.01855518208	8.54172488698	7.52818762171	8.15679824989	6.80461483797	5.80146370161	5.7779348321	6.07715989721	7.96167014869
Hsd11b2	7.49472636449	6.88118539816	9.54651280192	6.9585946693	8.65468835348	7.45918816138	8.03153170679	6.82942765118	5.66306235436	7.10968959654	6.19601965989	7.96580966063
Myo7a	6.82089151134	7.1250732078	8.71089088337	6.69502262068	8.25882856594	8.93293582557	7.42751712457	7.29785338223	6.42261018395	8.08418391776	5.97255387462	9.246175136
Dbi	7.84451484783	6.82643719352	8.56762031483	7.43209019622	8.61709072634	7.95939093752	8.12361286674	6.91106776852	6.90222376738	6.8655390396	6.88559564608	8.408317915
Ebf2	9.802530174	4.49700201026	6.81468412371	4.50859326057	7.07575145458	8.33986701219	7.03525970636	4.9860233583	4.57815854826	4.72040597518	4.55535910565	8.85466358416
Igfbpl1	10.6804151808	10.8742639912	11.4159968525	10.3201771158	11.3031338564	10.8163582283	10.433909373	9.3506701079	10.450765988	8.52169111249	10.6329471412	10.9863272477
Cdk6	10.8992862969	10.2958608088	11.2320429917	10.609996166	10.9708050836	10.9588612514	10.4286901177	10.1454647838	10.0421335342	10.4955016893	10.7171013206	11.6671231814
Thsd7a	9.74236700226	8.39376313676	9.18924054675	8.93380180211	8.85627163638	8.89794031629	8.64174803251	7.24510446167	7.41364016317	8.55112539931	8.43554165163	9.33502272263
Meis1	10.2484993455	7.52821844729	8.63201964796	7.74729141122	9.3165251666	8.54715841195	9.99346745981	8.01457906823	6.70867391064	9.17807467815	6.77485807702	10.0029932397
Klhl4	6.66977998494	4.10011418624	7.10315256195	4.739583516	7.01070608725	5.85133303695	7.55161686002	3.96692590465	3.89619842113	5.55801369306	4.09929942195	5.55987313527
Sipa1l2	8.90575162786	6.89823098863	7.8646424693	8.31749275922	7.89668604537	9.72768313195	8.56611598009	8.7083243902	6.37640811915	9.10561022409	6.65919110291	10.1003092194
